respondent_id,Artist,Art_practice,Purchase_art,Professional_artist,AI_models_familiarity,Used_AI_art_models,compensation,Age,POC,Gender_identity,Country,question_group,perspective_text
290,Yes,Photography,Yes ,Yes,AI art generally,No,flat_fee,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
290,Yes,Photography,Yes ,Yes,AI art generally,No,flat_fee,30-49,No ,Female,United States of America,compensation,"I consider a flat fee to be fair compensation for using my art as training data. In my view, taxes on AI art profits should support: N/a"
291,Yes,paint,Yes ,Yes,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
291,Yes,paint,Yes ,Yes,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
291,Yes,paint,Yes ,Yes,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
291,Yes,paint,Yes ,Yes,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
291,Yes,paint,Yes ,Yes,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,compensation,I do not need to profit from the use of my artwork to train AI art models.
292,Yes,paint,Yes ,No,AI art generally,Yes ,donate_to_trainer,30-49,No ,Female,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
292,Yes,paint,Yes ,No,AI art generally,Yes ,donate_to_trainer,30-49,No ,Female,United States of America,utility,I agree that AI art models are a positive development in the field of art.
292,Yes,paint,Yes ,No,AI art generally,Yes ,donate_to_trainer,30-49,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
292,Yes,paint,Yes ,No,AI art generally,Yes ,donate_to_trainer,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
292,Yes,paint,Yes ,No,AI art generally,Yes ,donate_to_trainer,30-49,No ,Female,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
293,Yes,paint,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
293,Yes,paint,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
293,Yes,paint,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
293,Yes,paint,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
293,Yes,paint,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
295,Yes,music,Yes ,Yes,AI art generally,No,portion_from_derivatives,30-49,No ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
295,Yes,music,Yes ,Yes,AI art generally,No,portion_from_derivatives,30-49,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
295,Yes,music,Yes ,Yes,AI art generally,No,portion_from_derivatives,30-49,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
295,Yes,music,Yes ,Yes,AI art generally,No,portion_from_derivatives,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
295,Yes,music,Yes ,Yes,AI art generally,No,portion_from_derivatives,30-49,No ,Male,United States of America,compensation,I consider it fair to receive a portion of any profit from derivative works made using the model.
296,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
296,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
296,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
296,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
296,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
301,Yes,paint,Yes ,Yes,AI art generally,Yes ,Other,30-49,No ,Non-binary ,United States of America,threat,I agree that AI art models are a threat to art workers.
301,Yes,paint,Yes ,Yes,AI art generally,Yes ,Other,30-49,No ,Non-binary ,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
301,Yes,paint,Yes ,Yes,AI art generally,Yes ,Other,30-49,No ,Non-binary ,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
301,Yes,paint,Yes ,Yes,AI art generally,Yes ,Other,30-49,No ,Non-binary ,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
301,Yes,paint,Yes ,Yes,AI art generally,Yes ,Other,30-49,No ,Non-binary ,United States of America,compensation,I have another view on what compensation would be fair.
302,Yes,paint,Yes ,Prefer not to respond,AI art generally,I don't know ,nocomp_but_no_forprofit,18 - 29,No ,Non-binary ,United States of America,threat,I agree that AI art models are a threat to art workers.
302,Yes,paint,Yes ,Prefer not to respond,AI art generally,I don't know ,nocomp_but_no_forprofit,18 - 29,No ,Non-binary ,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
302,Yes,paint,Yes ,Prefer not to respond,AI art generally,I don't know ,nocomp_but_no_forprofit,18 - 29,No ,Non-binary ,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
302,Yes,paint,Yes ,Prefer not to respond,AI art generally,I don't know ,nocomp_but_no_forprofit,18 - 29,No ,Non-binary ,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
302,Yes,paint,Yes ,Prefer not to respond,AI art generally,I don't know ,nocomp_but_no_forprofit,18 - 29,No ,Non-binary ,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art. In my view, taxes on AI art profits should support: Instiutions that encourage/facilitate the making of or learning about art"
303,Yes,paint,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
303,Yes,paint,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
303,Yes,paint,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
303,Yes,paint,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
303,Yes,paint,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
309,Yes,writing,Yes ,Yes,AI art generally,No,portion_from_model_creators,30-49,No ,Female,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
309,Yes,writing,Yes ,Yes,AI art generally,No,portion_from_model_creators,30-49,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
309,Yes,writing,Yes ,Yes,AI art generally,No,portion_from_model_creators,30-49,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
309,Yes,writing,Yes ,Yes,AI art generally,No,portion_from_model_creators,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
309,Yes,writing,Yes ,Yes,AI art generally,No,portion_from_model_creators,30-49,No ,Female,United States of America,compensation,I consider it fair to receive a portion of any profit made by the model creators.
310,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,I_dont_need_profit,30-49,No ,Female,United States of America,threat,I disagree that AI art models are a threat to art workers.
310,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,I_dont_need_profit,30-49,No ,Female,United States of America,utility,I agree that AI art models are a positive development in the field of art.
310,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,I_dont_need_profit,30-49,No ,Female,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
310,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,I_dont_need_profit,30-49,No ,Female,United States of America,transparency,I disagree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
310,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,I_dont_need_profit,30-49,No ,Female,United States of America,compensation,I do not need to profit from the use of my artwork to train AI art models.
313,Yes,Photography,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
313,Yes,Photography,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
313,Yes,Photography,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
313,Yes,Photography,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
313,Yes,Photography,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
314,Yes,maker,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
314,Yes,maker,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
314,Yes,maker,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
314,Yes,maker,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
314,Yes,maker,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Male,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
315,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
315,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
315,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
315,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
315,Yes,writing,Yes ,Yes,AI_Deeplearning_GANS,Yes ,not_comfortable_with_any_listed_options,30-49,No ,Female,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
316,Yes,writing,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,50-64,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
316,Yes,writing,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,50-64,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
316,Yes,writing,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,50-64,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
316,Yes,writing,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,50-64,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
316,Yes,writing,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,50-64,No ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
317,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
317,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
317,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
317,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
317,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
318,Yes,Photography,Yes ,Yes,AI art generally,Yes ,not_comfortable_with_any_listed_options,50-64,Yes ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
318,Yes,Photography,Yes ,Yes,AI art generally,Yes ,not_comfortable_with_any_listed_options,50-64,Yes ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
318,Yes,Photography,Yes ,Yes,AI art generally,Yes ,not_comfortable_with_any_listed_options,50-64,Yes ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
318,Yes,Photography,Yes ,Yes,AI art generally,Yes ,not_comfortable_with_any_listed_options,50-64,Yes ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
318,Yes,Photography,Yes ,Yes,AI art generally,Yes ,not_comfortable_with_any_listed_options,50-64,Yes ,Female,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
319,Yes,writing,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
319,Yes,writing,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
319,Yes,writing,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
319,Yes,writing,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
319,Yes,writing,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
321,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
321,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
321,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
321,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
321,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Female,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
322,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
322,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
322,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
322,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Male,United States of America,transparency,I am unsure whether AI model creators should be required to disclose in detail what art and images they use to train their AI models.
322,Yes,writing,Yes ,Yes,AI art generally,No,not_comfortable_with_any_listed_options,50-64,No ,Male,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
323,Yes,paint,Yes ,Yes,AI art generally,No,nocompt_noprofit4anyone,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
323,Yes,paint,Yes ,Yes,AI art generally,No,nocompt_noprofit4anyone,30-49,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
323,Yes,paint,Yes ,Yes,AI art generally,No,nocompt_noprofit4anyone,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
323,Yes,paint,Yes ,Yes,AI art generally,No,nocompt_noprofit4anyone,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
323,Yes,paint,Yes ,Yes,AI art generally,No,nocompt_noprofit4anyone,30-49,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want anyone else to profit from my art."
326,Yes,writing,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
326,Yes,writing,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
326,Yes,writing,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
326,Yes,writing,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
326,Yes,writing,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,50-64,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art. In my view, taxes on AI art profits should support: Art programs"
327,Yes,craft,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
327,Yes,craft,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
327,Yes,craft,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
327,Yes,craft,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
327,Yes,craft,Yes ,Yes,AI art generally,No,nocomp_but_no_forprofit,30-49,No ,Female,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
328,Yes,paint,Yes ,Prefer not to respond,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
328,Yes,paint,Yes ,Prefer not to respond,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
328,Yes,paint,Yes ,Prefer not to respond,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
328,Yes,paint,Yes ,Prefer not to respond,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
328,Yes,paint,Yes ,Prefer not to respond,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Female,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
330,Yes,sculpture,Yes ,Yes,AI art generally,No,portion_from_model_creators,65 or older,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
330,Yes,sculpture,Yes ,Yes,AI art generally,No,portion_from_model_creators,65 or older,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
330,Yes,sculpture,Yes ,Yes,AI art generally,No,portion_from_model_creators,65 or older,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
330,Yes,sculpture,Yes ,Yes,AI art generally,No,portion_from_model_creators,65 or older,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
330,Yes,sculpture,Yes ,Yes,AI art generally,No,portion_from_model_creators,65 or older,No ,Male,United States of America,compensation,I consider it fair to receive a portion of any profit made by the model creators.
331,Yes,designer,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
331,Yes,designer,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
331,Yes,designer,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
331,Yes,designer,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
331,Yes,designer,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
332,Yes,paint,Yes ,No,AI art generally,No,nocompt_noprofit4anyone,18 - 29,No ,Female,United States of America,threat,I agree that AI art models are a threat to art workers.
332,Yes,paint,Yes ,No,AI art generally,No,nocompt_noprofit4anyone,18 - 29,No ,Female,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
332,Yes,paint,Yes ,No,AI art generally,No,nocompt_noprofit4anyone,18 - 29,No ,Female,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
332,Yes,paint,Yes ,No,AI art generally,No,nocompt_noprofit4anyone,18 - 29,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
332,Yes,paint,Yes ,No,AI art generally,No,nocompt_noprofit4anyone,18 - 29,No ,Female,United States of America,compensation,"I do not need to profit, but I do not want anyone else to profit from my art."
333,Yes,Photography,Yes ,No,AI art generally,No,not_comfortable_with_any_listed_options,65 or older,Yes ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
333,Yes,Photography,Yes ,No,AI art generally,No,not_comfortable_with_any_listed_options,65 or older,Yes ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
333,Yes,Photography,Yes ,No,AI art generally,No,not_comfortable_with_any_listed_options,65 or older,Yes ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
333,Yes,Photography,Yes ,No,AI art generally,No,not_comfortable_with_any_listed_options,65 or older,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
333,Yes,Photography,Yes ,No,AI art generally,No,not_comfortable_with_any_listed_options,65 or older,Yes ,Male,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
334,Yes,writing,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,No ,Female,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
334,Yes,writing,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,No ,Female,United States of America,utility,I agree that AI art models are a positive development in the field of art.
334,Yes,writing,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,No ,Female,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
334,Yes,writing,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,No ,Female,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
334,Yes,writing,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,No ,Female,United States of America,compensation,I consider a flat fee to be fair compensation for using my art as training data.
